"Autosampler.Position","Species.ID","Tree.ID","Lab.No","Lab.ID","FID.File","FID.Date","FID.Time","FID.Channel.CH4","Certified.Value.CO2...10","CH4.Area","CH4.ppm","CH4.Unit","FID.Channel.CO2","Certified.Value.CO2...15","CO2.Area","CO2.ppm","CO2.Unit","ECD.File","ECD.Date","ECD.Time","ECD.Channel.O2","Certified.Value.O2","O2.Area","O2.ppm","ECD.Channel.N2O","Certified.Value.N2O","N2O.Area","N2O.ppm","N2O.Unit","CO2_concentration","CH4_concentration","N2O_concentration","O2_concentration"
220,"BLANK","BLANK",220,"BLANK","F220930s220.CHR",2022-10-01,1899-12-31 03:27:22,"CH4",1.403,0.72,3.4321,"ppm","CO2",1.926,98.3892,154.061,"ppm","E220930s220.CHR",2022-10-01,1899-12-31 03:27:22,"O2",1.156,3026.8352,117558.4697,"N2O",2.23,60.1268,0.0477,"ppm",238.596647686785,0,0.204036251999828,138797.954245142
221,"FAGR","AB6'",221,"221g","F220930s221.CHR",2022-10-01,1899-12-31 03:32:47,"CH4",1.413,3.5025,15.467,"ppm","CO2",1.95,2785.8736,10086.3219,"ppm","E220930s221.CHR",2022-10-01,1899-12-31 03:32:47,"O2",1.17,3568.6371,181332.5877,"N2O",2.236,166.7576,0.4847,"ppm",10481.6428658776,0,0.618259903871507,198402.606247762
222,"BLANK","BLANK",222,"BLANK","F220930s222.CHR",2022-10-01,1899-12-31 03:38:11,"CH4",1.4,0.3076,1.6484,"ppm","CO2",1.926,108.8094,192.5714,"ppm","E220930s222.CHR",2022-10-01,1899-12-31 03:38:11,"O2",1.16,3136.8602,127496.6201,"N2O",2.23,65.2814,0.0688,"ppm",277.033389455958,0,0.224036598630765,150144.541676524
223,"FAGR","AB9",223,"223g","F220930s223.CHR",2022-10-01,1899-12-31 03:43:35,"CH4",1.413,3.3049,14.6123,"ppm","CO2",1.95,3129.2106,11355.2084,"ppm","E220930s223.CHR",2022-10-01,1899-12-31 03:43:35,"O2",1.166,3576.0248,182422.1164,"N2O",2.24,171.5271,0.5043,"ppm",11837.9324913561,0,0.636811612212289,199280.032532826
224,"BLANK","BLANK",224,"BLANK","F220930s224.CHR",2022-10-01,1899-12-31 03:49:00,"CH4",1.41,0.3038,1.6319,"ppm","CO2",1.943,109.5533,195.3207,"ppm","E220930s224.CHR",2022-10-01,1899-12-31 03:49:00,"O2",1.17,3230.6334,136874.9678,"N2O",2.243,68.6218,0.0825,"ppm",279.777776226619,0,0.236998947860194,160119.839250543
225,"FAGR","ABT14P",225,"225g","F220930s225.CHR",2022-10-01,1899-12-31 03:54:25,"CH4",1.403,20.551,89.2055,"ppm","CO2",1.936,1843.472,6603.4446,"ppm","E220930s225.CHR",2022-10-01,1899-12-31 03:54:25,"O2",1.16,3502.1235,171523.2449,"N2O",2.226,141.9964,0.3833,"ppm",6814.40028161555,72.3245100851613,0.521980215726348,190581.258640693
226,"BLANK","BLANK",226,"BLANK","F220930s226.CHR",2022-10-01,1899-12-31 03:59:49,"CH4",1.416,0.3624,1.8854,"ppm","CO2",1.943,103.911,174.4682,"ppm","E220930s226.CHR",2022-10-01,1899-12-31 03:59:49,"O2",1.166,3136.7156,127482.529,"N2O",2.246,60.8142,0.0505,"ppm",258.96353904956,0,0.206703292620726,150129.37612075
227,"ACRU","RM304",227,"227g","F220930s227.CHR",2022-10-01,1899-12-31 04:05:13,"CH4",1.413,152.0362,657.908,"ppm","CO2",1.943,1158.6368,4072.4673,"ppm","E220930s227.CHR",2022-10-01,1899-12-31 04:05:13,"O2",1.17,3518.5514,173946.0111,"N2O",2.24,120.3142,0.2944,"ppm",4200.52812348363,652.60256275339,0.437717905516322,192499.899396724
228,"BLANK","BLANK",228,"BLANK","F220930s228.CHR",2022-10-01,1899-12-31 04:10:37,"CH4",1.413,0.3042,1.6337,"ppm","CO2",1.94,93.293,135.2267,"ppm","E220930s228.CHR",2022-10-01,1899-12-31 04:10:37,"O2",1.166,3116.9202,125624.2254,"N2O",2.246,60.3668,0.0487,"ppm",219.802041650874,0,0.204967422257294,148059.540874152
229,"ACSA","SM12",229,"229g","F220930s229.CHR",2022-10-01,1899-12-31 04:16:01,"CH4",1.403,1.2986,5.9346,"ppm","CO2",1.926,187.7532,484.3277,"ppm","E220930s229.CHR",2022-10-01,1899-12-31 04:16:01,"O2",1.16,3432.1666,161206.0885,"N2O",2.23,82.3858,0.1389,"ppm",568.554867929185,0,0.290420419615972,182507.237190894
230,"BLANK","BLANK",230,"BLANK","F220930s230.CHR",2022-10-01,1899-12-31 04:21:25,"CH4",1.413,0.4048,2.0688,"ppm","CO2",1.94,108.3054,190.7088,"ppm","E220930s230.CHR",2022-10-01,1899-12-31 04:21:25,"O2",1.17,3238.1493,137660.6903,"N2O",2.246,71.0579,0.0925,"ppm",275.174067657262,0,0.246452812523535,160931.495342208
231,"ACSA","SM9",231,"231g","F220930s231.CHR",2022-10-01,1899-12-31 04:26:50,"CH4",1.406,1.7792,8.0134,"ppm","CO2",1.94,2101.5722,7557.3175,"ppm","E220930s231.CHR",2022-10-01,1899-12-31 04:26:50,"O2",1.16,3497.0661,170777.3858,"N2O",2.233,174.7288,0.5174,"ppm",7810.67030682854,0,0.649266265726461,189992.32933615
232,"BLANK","BLANK",232,"BLANK","F220930s232.CHR",2022-10-01,1899-12-31 04:32:14,"CH4",1.41,0.2724,1.4961,"ppm","CO2",1.936,94.0428,137.9978,"ppm","E220930s232.CHR",2022-10-01,1899-12-31 04:32:14,"O2",1.166,3038.7708,118582.6062,"N2O",2.24,60.2882,0.0483,"ppm",222.567128247812,0,0.204662463428379,140010.173823374
233,"Check Standard","CHECK",233,"ChkStd9","F220930s233.CHR",2022-10-01,1899-12-31 04:37:38,"CH4",1.413,0.6652,3.1951,"ppm","CO2",1.943,165.5016,402.0914,"ppm","E220930s233.CHR",2022-10-01,1899-12-31 04:37:38,"O2",1.17,3936.2907,235553.6821,"N2O",2.246,105.8147,0.2349,"ppm",486.326950964426,0,0.381392871899672,244180.20333111
234,"BLANK","BLANK",234,"BLANK","F220930s234.CHR",2022-10-01,1899-12-31 04:43:03,"CH4",1.403,0.3418,1.7963,"ppm","CO2",1.926,90.8921,126.3536,"ppm","E220930s234.CHR",2022-10-01,1899-12-31 04:43:03,"O2",1.16,2995.8662,114901.1685,"N2O",2.23,55.0892,0.027,"ppm",210.948432126506,0,0.184492182009456,135673.824575905
235,"BEAL","YB2",235,"235g","F220930s235.CHR",2022-10-01,1899-12-31 04:48:27,"CH4",1.413,0.4324,2.1881,"ppm","CO2",1.943,201.8376,536.3801,"ppm","E220930s235.CHR",2022-10-01,1899-12-31 04:48:27,"O2",1.17,3673.9126,196858.4871,"N2O",2.246,87.6602,0.1605,"ppm",620.625409717801,0,0.31089617283222,211070.335539472
236,"BLANK","BLANK",236,"BLANK","F220930s236.CHR",2022-10-01,1899-12-31 04:53:52,"CH4",1.406,0.3853,1.9844,"ppm","CO2",1.93,99.9911,159.9812,"ppm","E220930s236.CHR",2022-10-01,1899-12-31 04:53:52,"O2",1.163,3158.9538,129649.6085,"N2O",2.233,63.2222,0.0604,"ppm",244.504890274887,0,0.216046417243154,152469.538312734
237,"BELE","BB11",237,"237g","F220930s237.CHR",2022-10-01,1899-12-31 04:59:16,"CH4",1.4,0.5216,2.574,"ppm","CO2",1.926,323.1038,984.5492,"ppm","E220930s237.CHR",2022-10-01,1899-12-31 04:59:16,"O2",1.16,3443.5945,162891.4609,"N2O",2.23,90.1577,0.1708,"ppm",1069.70335039501,0,0.320592591449359,183815.514620703
238,"BLANK","BLANK",238,"BLANK","F220930s238.CHR",2022-10-01,1899-12-31 05:04:40,"CH4",1.403,0.3262,1.7288,"ppm","CO2",1.926,89.8458,122.4868,"ppm","E220930s238.CHR",2022-10-01,1899-12-31 05:04:40,"O2",1.156,3025.0239,117403.0507,"N2O",2.233,57.88,0.0385,"ppm",207.090239488443,0,0.195319197307563,138614.389558647
239,"BELE","BB8",239,"239g","F220930s239.CHR",2022-10-01,1899-12-31 05:10:04,"CH4",1.413,1.3576,6.1898,"ppm","CO2",1.94,189.7205,491.5983,"ppm","E220930s239.CHR",2022-10-01,1899-12-31 05:10:04,"O2",1.17,3646.8723,192870.6174,"N2O",2.24,87.5719,0.1602,"ppm",575.826955269734,0,0.310553362758032,207782.8636608
240,"BLANK","BLANK",240,"BLANK","F220930s240.CHR",2022-10-01,1899-12-31 05:15:28,"CH4",1.41,0.3448,1.8093,"ppm","CO2",1.933,96.3026,146.3495,"ppm","E220930s240.CHR",2022-10-01,1899-12-31 05:15:28,"O2",1.166,3076.3136,121918.5903,"N2O",2.236,60.9484,0.051,"ppm",230.901052550953,0,0.207223979636043,143852.764663983
241,"BEPA","PB5",241,"241g","F220930s241.CHR",2022-10-01,1899-12-31 05:20:52,"CH4",1.403,7.1548,31.264,"ppm","CO2",1.926,524.319,1728.1896,"ppm","E220930s241.CHR",2022-10-01,1899-12-31 05:20:52,"O2",1.16,3510.2222,172717.631,"N2O",2.226,99.9238,0.2108,"ppm",1817.82605531619,13.5232813305967,0.358514362871258,191526.043228655
242,"BLANK","BLANK",242,"BLANK","F220930s242.CHR",2022-10-01,1899-12-31 05:26:16,"CH4",1.413,0.3204,1.7037,"ppm","CO2",1.936,94.0714,138.1035,"ppm","E220930s242.CHR",2022-10-01,1899-12-31 05:26:16,"O2",1.166,3116.6214,125596.9578,"N2O",2.24,59.8924,0.0467,"ppm",222.672599362531,0,0.203126814041148,148028.393654218
243,"FAGR","AB4/6",243,"243g","F220930s243.CHR",2022-10-01,1899-12-31 05:31:41,"CH4",1.406,0.8814,4.1302,"ppm","CO2",1.933,1217.2526,4289.0964,"ppm","E220930s243.CHR",2022-10-01,1899-12-31 05:31:41,"O2",1.163,3536.8655,176646.9517,"N2O",2.226,122.096,0.3017,"ppm",4422.56976628962,0,0.44464082223403,194648.977555202
244,"BLANK","BLANK",244,"BLANK","F220930s244.CHR",2022-10-01,1899-12-31 05:37:05,"CH4",1.403,0.32,1.702,"ppm","CO2",1.93,97.8252,151.9766,"ppm","E220930s244.CHR",2022-10-01,1899-12-31 05:37:05,"O2",1.163,3081.7127,122411.2958,"N2O",2.23,61.4484,0.0531,"ppm",236.51651838913,0,0.209163960398656,144409.07154136
245,"Lab Air Blank","NA",245,"Std 55","F220930s245.CHR",2022-10-01,1899-12-31 05:42:30,"CH4",1.403,0.3336,1.7608,"ppm","CO2",1.926,97.9907,152.5883,"ppm","E220930s245.CHR",2022-10-01,1899-12-31 05:42:30,"O2",1.16,3119.9901,125904.3751,"N2O",2.23,65.1291,0.0682,"ppm",237.126907917008,0,0.223445625691418,148379.715306723
246,"BLANK","BLANK",246,"Std 56","F220930s246.CHR",2022-10-01,1899-12-31 05:47:54,"CH4",1.403,0.326,1.7279,"ppm","CO2",1.926,96.2014,145.9755,"ppm","E220930s246.CHR",2022-10-01,1899-12-31 05:47:54,"O2",1.16,3082.1822,122454.1409,"N2O",2.233,62.1574,0.056,"ppm",230.527826704526,0,0.211914891606913,144457.491328836
247,"N2","NA",247,"Std 57","F220930s247.CHR",2022-10-01,1899-12-31 05:53:19,"CH4",0,0,0,"ppm","CO2",1.926,50.4951,0,"ppm","E220930s247.CHR",2022-10-01,1899-12-31 05:53:19,"O2",1.156,NA,11851.1442,"N2O",2.233,20.7202,0,"ppm",62.0588523186244,0,0.0512136755024048,0
248,"Lab Air Blank","NA",248,"Std 58","F220930s248.CHR",2022-10-01,1899-12-31 05:58:44,"CH4",1.41,0.2816,1.5359,"ppm","CO2",1.936,86.5304,110.2339,"ppm","E220930s248.CHR",2022-10-01,1899-12-31 05:58:44,"O2",1.166,3036.54,118391.1919,"N2O",2.24,54.9326,0.0264,"ppm",194.86548719568,0,0.183884667046185,139783.261097998
249,"SB1","NA",249,"Std 59","F220930s249.CHR",2022-10-01,1899-12-31 06:04:09,"CH4",1.403,0.2446,1.3759,"ppm","CO2",1.926,90.2358,123.9281,"ppm","E220930s249.CHR",2022-10-01,1899-12-31 06:04:09,"O2",1.16,3402.5842,157137.2632,"N2O",2.226,64.0728,0.0639,"ppm",208.528338363509,0,0.219346899585576,179139.958220465
250,"Lab Air Blank","NA",250,"Std 60","F220930s250.CHR",2022-10-01,1899-12-31 06:09:33,"CH4",1.4,0.3841,1.9792,"ppm","CO2",1.923,102.1437,167.9367,"ppm","E220930s250.CHR",2022-10-01,1899-12-31 06:09:33,"O2",1.16,3182.0819,131903.4075,"N2O",2.226,65.8062,0.071,"ppm",252.444634602859,0,0.226073007222091,154920.075852916
251,"SB2","NA",251,"Std 61","F220930s251.CHR",2022-10-01,1899-12-31 06:14:57,"CH4",1.403,0.6472,3.1172,"ppm","CO2",1.926,164.1139,396.9628,"ppm","E220930s251.CHR",2022-10-01,1899-12-31 06:14:57,"O2",1.163,3833.5669,220404.1042,"N2O",2.226,105.3364,0.233,"ppm",481.200388343634,0,0.379535180271569,230955.842937394
252,"Lab Air Blank","NA",252,"Std 62","F220930s252.CHR",2022-10-01,1899-12-31 06:20:21,"CH4",1.403,0.2952,1.5947,"ppm","CO2",1.923,92.2128,131.2346,"ppm","E220930s252.CHR",2022-10-01,1899-12-31 06:20:21,"O2",1.16,3020.3644,117003.2414,"N2O",2.226,58.5248,0.0411,"ppm",215.818607933354,0,0.197820823024021,138142.657163204
253,"SB3","NA",253,"Std 63","F220930s253.CHR",2022-10-01,1899-12-31 06:25:45,"CH4",1.406,4.7291,20.7723,"ppm","CO2",1.93,603.434,2020.5785,"ppm","E220930s253.CHR",2022-10-01,1899-12-31 06:25:45,"O2",1.16,3536.6862,176620.5088,"N2O",2.23,154.3798,0.434,"ppm",2112.9940478443,2.88224398296205,0.570124064980616,194627.885652713
254,"Lab Air Blank","NA",254,"Std 64","F220930s254.CHR",2022-10-01,1899-12-31 06:31:10,"CH4",1.413,0.333,1.7582,"ppm","CO2",1.936,94.8793,141.0893,"ppm","E220930s254.CHR",2022-10-01,1899-12-31 06:31:10,"O2",1.17,3170.4208,130767.0506,"N2O",2.24,59.4368,0.0449,"ppm",225.652004941203,0,0.201359166321526,153682.392066185
255,"SB4","NA",255,"Std 65","F220930s255.CHR",2022-10-01,1899-12-31 06:36:35,"CH4",1.416,45.5674,197.407,"ppm","CO2",1.946,1410.9899,5005.1004,"ppm","E220930s255.CHR",2022-10-01,1899-12-31 06:36:35,"O2",1.17,3656.2936,194260.059,"N2O",2.243,677.4948,2.5782,"ppm",5158.7042050334,182.289663931854,2.61645401580791,208925.628009691
256,"Lab Air Blank","NA",256,"Std 66","F220930s256.CHR",2022-10-01,1899-12-31 06:41:59,"CH4",1.396,0.2664,1.4702,"ppm","CO2",1.923,84.9006,104.2106,"ppm","E220930s256.CHR",2022-10-01,1899-12-31 06:41:59,"O2",1.156,2902.1556,107225.2176,"N2O",2.226,55.6386,0.0293,"ppm",188.85635513414,0,0.186623545023972,126406.663195636
257,"SB5","NA",257,"Std 67","F220930s257.CHR",2022-10-01,1899-12-31 06:47:23,"CH4",1.416,1163.9217,5034.5362,"ppm","CO2",1.95,2625.9419,9495.2549,"ppm","E220930s257.CHR",2022-10-01,1899-12-31 06:47:23,"O2",1.17,3693.2806,199714.8556,"N2O",2.243,1283.2794,5.0612,"ppm",9853.55158504286,5308.8607536104,5.01687760196606,213439.365726724
258,"Lab Air Blank","NA",258,"Std 68","F220930s258.CHR",2022-10-01,1899-12-31 06:52:47,"CH4",1.4,0.4381,2.2128,"ppm","CO2",1.923,89.2964,120.4563,"ppm","E220930s258.CHR",2022-10-01,1899-12-31 06:52:47,"O2",1.16,2937.9926,110126.8711,"N2O",2.23,56.5497,0.033,"ppm",205.064387448559,0,0.190158160362324,129917.560593137
259,"SB6","NA",259,"Std 69","F220930s259.CHR",2022-10-01,1899-12-31 06:58:12,"CH4",1.386,9883.4384,42748.3703,"ppm","CO2",1.93,11760.7144,43255.058,"ppm","E220930s259.CHR",2022-10-01,1899-12-31 06:58:12,"O2",1.156,1177.0642,9906.6339,"N2O",2.233,4851.2575,19.686,"ppm",49486.0285873074,59407.2749414791,19.8236396428177,5838.11693829455
260,"Lab Air Blank","NA",260,"Std 70","F220930s260.CHR",2022-10-01,1899-12-31 07:03:36,"CH4",1.4,0.676,3.2418,"ppm","CO2",1.923,87.3632,113.3117,"ppm","E220930s260.CHR",2022-10-01,1899-12-31 07:03:36,"O2",1.16,2930.2114,109496.8422,"N2O",2.226,56.5456,0.033,"ppm",197.936145187198,0,0.190142254232359,129151.767200763
261,"Lab Air Blank","NA",261,"Std 71","F220930s261.CHR",2022-10-01,1899-12-31 07:09:00,"CH4",1.4,0.3614,1.8811,"ppm","CO2",1.926,95.2716,142.5391,"ppm","E220930s261.CHR",2022-10-01,1899-12-31 07:09:00,"O2",1.16,3071.5728,121485.9592,"N2O",2.226,62.4948,0.0574,"ppm",227.09876598214,0,0.213224024792673,143365.053500071
262,"Lab Air Blank","NA",262,"Std 72","F220930s262.CHR",2022-10-01,1899-12-31 07:14:24,"CH4",1.406,0.3361,1.7716,"ppm","CO2",1.923,87.4685,113.7009,"ppm","E220930s262.CHR",2022-10-01,1899-12-31 07:14:24,"O2",1.16,2994.0944,114749.1389,"N2O",2.23,55.8353,0.0301,"ppm",198.324406543374,0,0.187386636988178,135496.011662681
263,"Outdoor Air 1","NA",263,"Std 73","F220930s263.CHR",2022-10-01,1899-12-31 07:19:48,"CH4",0,0,0,"ppm","CO2",1.923,11.1068,0,"ppm","E220930s263.CHR",2022-10-01,1899-12-31 07:19:48,"O2",1.153,840.5132,0,"N2O",2.223,5.0726,0,"ppm",0,0,0,0
264,"Lab Air Blank","NA",264,"Std 74","F220930s264.CHR",2022-10-01,1899-12-31 07:25:12,"CH4",1.41,0.3352,1.7677,"ppm","CO2",1.936,82.3652,94.8404,"ppm","E220930s264.CHR",2022-10-01,1899-12-31 07:25:12,"O2",1.166,2964.8969,112305.261,"N2O",2.24,50.2762,0.0073,"ppm",179.508726906022,0,0.165821607684057,132580.249459392
265,"Outdoor Air 2","NA",265,"Std 75","F220930s265.CHR",2022-10-01,1899-12-31 07:30:37,"CH4",1.4,0.1412,0.9286,"ppm","CO2",1.926,32.3927,0,"ppm","E220930s265.CHR",2022-10-01,1899-12-31 07:30:37,"O2",1.16,1716.9178,35018.1687,"N2O",2.233,19.4509,0,"ppm",0,0,0.046293526442636,33366.8147809138
266,"Lab Air Blank","NA",266,"Std 76","F220930s266.CHR",2022-10-01,1899-12-31 07:36:01,"CH4",1.4,0.3556,1.856,"ppm","CO2",1.926,99.6064,158.5595,"ppm","E220930s266.CHR",2022-10-01,1899-12-31 07:36:01,"O2",1.163,3128.1214,126646.4129,"N2O",2.23,63.4863,0.0615,"ppm",243.085990651314,0,0.217071166209756,149229.219397737
267,"Outdoor Air 3","NA",267,"Std 77","F220930s267.CHR",2022-10-01,1899-12-31 07:41:25,"CH4",1.396,0.2264,1.2971,"ppm","CO2",1.92,53.2743,0,"ppm","E220930s267.CHR",2022-10-01,1899-12-31 07:41:25,"O2",1.156,2189.3794,60025.8651,"N2O",2.223,32.9252,0,"ppm",72.2972444409389,0,0.0985309303841916,65085.0114343961
268,"Lab Air Blank","NA",268,"Std 78","F220930s268.CHR",2022-10-01,1899-12-31 07:46:49,"CH4",1.413,0.3517,1.8391,"ppm","CO2",1.936,101.2476,164.6249,"ppm","E220930s268.CHR",2022-10-01,1899-12-31 07:46:49,"O2",1.166,3255.1024,139432.9906,"N2O",2.24,64.0502,0.0638,"ppm",249.139368417068,0,0.219259206644585,162768.906553533
269,"Outdoor Air 4","NA",269,"Std 79","F220930s269.CHR",2022-10-01,1899-12-31 07:52:13,"CH4",1.41,0.2696,1.484,"ppm","CO2",1.933,74.6908,66.4777,"ppm","E220930s269.CHR",2022-10-01,1899-12-31 07:52:13,"O2",1.166,2719.0419,93506.7614,"N2O",2.24,46.7632,0,"ppm",151.217990975059,0,0.15219530250482,109106.554478965
270,"Lab Air Blank","NA",270,"Std 80","F220930s270.CHR",2022-10-01,1899-12-31 07:57:39,"CH4",1.413,0.3042,1.6337,"ppm","CO2",1.936,84.5883,103.0564,"ppm","E220930s270.CHR",2022-10-01,1899-12-31 07:57:39,"O2",1.17,3012.3309,116313.9254,"N2O",2.243,53.1698,0.0192,"ppm",187.704921441967,0,0.177046202250969,137330.963529933
271,"Outdoor Air 5","NA",271,"Std 81","F220930s271.CHR",2022-10-01,1899-12-31 08:03:04,"CH4",1.41,0.4114,2.0973,"ppm","CO2",1.93,101.0642,163.9471,"ppm","E220930s271.CHR",2022-10-01,1899-12-31 08:03:04,"O2",1.17,3117.893,125713.0002,"N2O",2.23,66.3155,0.073,"ppm",248.462906318765,0,0.228049294008515,148160.966272429
272,"Lab Air Blank","NA",272,"Std 82","F220930s272.CHR",2022-10-01,1899-12-31 08:08:28,"CH4",1.406,0.3996,2.0463,"ppm","CO2",1.926,105.9186,181.8878,"ppm","E220930s272.CHR",2022-10-01,1899-12-31 08:08:28,"O2",1.163,3231.3038,136945.0523,"N2O",2.23,66.0803,0.0721,"ppm",266.369167126967,0,0.227136621465064,160192.163826233
273,"Outdoor Air 6","NA",273,"Std 83","F220930s273.CHR",2022-10-01,1899-12-31 08:13:52,"CH4",1.413,0.398,2.0394,"ppm","CO2",1.936,113.2686,209.0515,"ppm","E220930s273.CHR",2022-10-01,1899-12-31 08:13:52,"O2",1.17,3400.2834,156829.5411,"N2O",2.24,78.8412,0.1244,"ppm",293.484974907117,0,0.276661328157763,178879.234465917
274,"Lab Air Blank","NA",274,"Std 84","F220930s274.CHR",2022-10-01,1899-12-31 08:19:17,"CH4",1.393,0.3312,1.7504,"ppm","CO2",1.916,97.7057,151.535,"ppm","E220930s274.CHR",2022-10-01,1899-12-31 08:19:17,"O2",1.156,2960.153,111921.1564,"N2O",2.216,63.3283,0.0608,"ppm",236.075785517752,0,0.216458100948466,132109.074704457
275,"Outdoor Air 7","NA",275,"Std 85","F220930s275.CHR",2022-10-01,1899-12-31 08:24:41,"CH4",1.403,0.5032,2.4944,"ppm","CO2",1.926,140.2195,308.6552,"ppm","E220930s275.CHR",2022-10-01,1899-12-31 08:24:41,"O2",1.163,3609.48,187356.0476,"N2O",2.23,90.1022,0.1705,"ppm",392.95529852725,0,0.320377109394835,203275.244428577
276,"Lab Air Blank","NA",276,"Std 86","F220930s276.CHR",2022-10-01,1899-12-31 08:30:06,"CH4",1.403,0.3307,1.7483,"ppm","CO2",1.923,88.9584,119.2072,"ppm","E220930s276.CHR",2022-10-01,1899-12-31 08:30:06,"O2",1.16,2980.298,113565.3361,"N2O",2.226,60.2991,0.0484,"ppm",203.818063393428,0,0.204704754123429,134114.868059287
277,"Lab Air Blank","NA",277,"Std 87","F220930s277.CHR",2022-10-01,1899-12-31 08:35:30,"CH4",1.416,0.357,1.862,"ppm","CO2",1.94,94.449,139.499,"ppm","E220930s277.CHR",2022-10-01,1899-12-31 08:35:30,"O2",1.17,3164.739,130213.3677,"N2O",2.24,59.7293,0.0461,"ppm",224.065120131651,0,0.202494012638675,153080.909343123
278,"Lab Air Blank","NA",278,"Std 88","F220930s278.CHR",2022-10-01,1899-12-31 08:40:54,"CH4",1.413,0.3054,1.6388,"ppm","CO2",1.94,87.214,112.7603,"ppm","E220930s278.CHR",2022-10-01,1899-12-31 08:40:54,"O2",1.17,3081.5514,122396.576,"N2O",2.24,56.3203,0.0321,"ppm",197.386017826684,0,0.189268195313635,144392.438207958
279,"Oxygen Standard 1","NA",279,"Std 89","F220930s279.CHR",2022-10-01,1899-12-31 08:46:19,"CH4",0,0,0,"ppm","CO2",1.923,17.9212,0,"ppm","E220930s279.CHR",2022-10-01,1899-12-31 08:46:19,"O2",1.153,836.047,0,"N2O",2.236,6.3549,0,"ppm",0,0,0,0
280,"Lab Air Blank","NA",280,"Std 90","F220930s280.CHR",2022-10-01,1899-12-31 08:51:43,"CH4",1.413,0.3558,1.8568,"ppm","CO2",1.936,106.1198,182.6313,"ppm","E220930s280.CHR",2022-10-01,1899-12-31 08:51:43,"O2",1.17,3317.1448,146383.6226,"N2O",2.24,66.5042,0.0738,"ppm",267.111373376254,0,0.228781531056428,169571.333039086
281,"Oxygen Standard 2","NA",281,"Std 91","F220930s281.CHR",2022-10-01,1899-12-31 08:57:08,"CH4",0,0,0,"ppm","CO2",1.923,20.567,0,"ppm","E220930s281.CHR",2022-10-01,1899-12-31 08:57:08,"O2",1.156,1639.793,31236.6514,"N2O",2.23,6.9697,0,"ppm",0,0,0,28864.9671453772
282,"Lab Air Blank","NA",282,"Std 92","F220930s282.CHR",2022-10-01,1899-12-31 09:02:33,"CH4",1.406,0.3618,1.8828,"ppm","CO2",1.926,98.3037,153.745,"ppm","E220930s282.CHR",2022-10-01,1899-12-31 09:02:33,"O2",1.163,3134.656,127281.8241,"N2O",2.226,62.6066,0.0578,"ppm",238.281307061548,0,0.213657818067603,149913.438971457
283,"Oxygen Standard 3","NA",283,"Std 93","F220930s283.CHR",2022-10-01,1899-12-31 09:07:57,"CH4",0,0,0,"ppm","CO2",1.923,10.5108,0,"ppm","E220930s283.CHR",2022-10-01,1899-12-31 09:07:57,"O2",1.156,2026.193,51009.0098,"N2O",2.23,6.2001,0,"ppm",0,0,0,53324.9505897424
284,"Lab Air Blank","NA",284,"Std 94","F220930s284.CHR",2022-10-01,1899-12-31 09:13:21,"CH4",1.393,0.3722,1.9278,"ppm","CO2",1.916,99.9229,159.7292,"ppm","E220930s284.CHR",2022-10-01,1899-12-31 09:13:21,"O2",1.16,2980.4606,113579.288,"N2O",2.22,65.5141,0.0698,"ppm",244.253345343869,0,0.224939553427969,134131.110433272
285,"Oxygen Standard 4","NA",285,"Std 95","F220930s285.CHR",2022-10-01,1899-12-31 09:18:46,"CH4",0,0,0,"ppm","CO2",1.926,11.1026,0,"ppm","E220930s285.CHR",2022-10-01,1899-12-31 09:18:46,"O2",1.16,2753.8782,96041.5971,"N2O",2.23,6.3876,0,"ppm",0,0,0,112315.436881713
286,"Lab Air Blank","NA",286,"Std 96","F220930s286.CHR",2022-10-01,1899-12-31 09:24:10,"CH4",1.41,0.311,1.6631,"ppm","CO2",1.93,78.7794,81.5882,"ppm","E220930s286.CHR",2022-10-01,1899-12-31 09:24:10,"O2",1.166,2864.2564,104290.5424,"N2O",2.233,53.827,0.0219,"ppm",166.289442227384,0,0.179595658544384,122738.293174606
287,"Oxygen Standard 5","NA",287,"Std 97","F220930s287.CHR",2022-10-01,1899-12-31 09:29:34,"CH4",0,0,0,"ppm","CO2",1.923,13.2797,0,"ppm","E220930s287.CHR",2022-10-01,1899-12-31 09:29:34,"O2",1.16,3394.9783,156120.0068,"N2O",2.216,6.2514,0,"ppm",0,0,0,178278.710591886
288,"Lab Air Blank","NA",288,"Std 98","F220930s288.CHR",2022-10-01,1899-12-31 09:34:59,"CH4",1.406,0.3996,2.0463,"ppm","CO2",1.923,109.8281,196.3363,"ppm","E220930s288.CHR",2022-10-01,1899-12-31 09:34:59,"O2",1.16,3299.4834,144392.3387,"N2O",2.226,69.6614,0.0868,"ppm",280.791577853512,0,0.241033297397146,167622.411406297
289,"Lab Air Blank","NA",289,"Std 99","F220930s289.CHR",2022-10-01,1899-12-31 09:40:23,"CH4",1.4,0.3337,1.7612,"ppm","CO2",1.916,86.9356,111.7314,"ppm","E220930s289.CHR",2022-10-01,1899-12-31 09:40:23,"O2",1.16,2851.2806,103295.983,"N2O",2.216,54.0699,0.0229,"ppm",196.359512176436,0,0.180537943062186,121492.854813108
